Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
0.001220722,0.075753766,2.89E-05,2.11E-05,3.88E-06,1.85E-05,0.000805802,0,0.001202646,0.000910626,0.252071823,0,0.442607812,0.324215277,0.005761537,0.400000286,0.006312904,0.021683407,0.052813203,1.33E-07,0.06216275,0.010360458,0.030042084,0.052813108,3.33E-08,0.013598067,0.002719613,0.008793652,0.013586808,5.83E-08,0,0,0.999864376,0.994726948,2.57E-07,3.30E-07,0,0.176470588,0.320960739,0.353859545,0.125145608,0,0,0,0,1,0,0,0,0,0.307244468,0.001202646,0.442607812,0.999864376,2.89E-05,3.88E-06,2.11E-05,1.85E-05,0.003921509,0.003509521,2.52E-05,0.999999864,0.011026999,0,0.011026999,0.011026999,0.052813108,0,0.052813108,0.052813108
0.000808728,2.72E-06,4.81E-06,7.03E-06,7.29E-06,3.51E-07,0.001893634,0.022760291,0.00791341,0,0.006330571,0.05952381,0.025167671,0,0.006240999,0.402547771,9.72E-07,1.66E-06,2.31E-06,1.17E-07,8.33E-09,8.33E-09,0,8.33E-09,1.67E-08,4.00E-07,4.00E-07,0,4.00E-07,4.00E-07,0,0,0.999864374,0.994726885,0.002123142,0.003184713,0.034584253,0.00443191,0.027816781,0.0072929,5.32E-05,0,0,0,0,0,0,0,0,0.006410256,0.030907534,0.00791341,0.025167671,0.999864374,4.81E-06,7.30E-06,7.03E-06,3.51E-07,0,0,5.03E-06,0.999999886,0,0,0,0,0,0,0,0
0.000808728,0.000514433,4.81E-06,7.03E-06,5.27E-06,6.06E-07,0.001369863,0.016464891,0.005724594,0,0.010934622,0.102813853,0.043471432,0,0.005764406,0.400012962,0.000171544,0.000419682,0.000514,1.33E-07,4.08E-07,4.08E-07,0,4.08E-07,4.17E-07,2.50E-08,2.50E-08,0,2.50E-08,2.50E-08,0,0,0.999864374,0.994726885,1.08E-05,1.62E-05,0.025018396,0.007655117,0.037140411,0.01805861,0.000325929,0,0,0,0,0,0,0,0,0.006410256,0.041267123,0.005724594,0.043471432,0.999864374,4.81E-06,5.28E-06,7.03E-06,6.06E-07,0,0,5.03E-06,0.999999901,0,0,0,0,0,0,0,0
0.001220722,0.008340984,1.44E-05,1.76E-05,2.43E-05,1.85E-05,0.012651088,0,0.013217078,0.023458588,0.417299724,0,0.530580262,0.496983163,0.005766634,0.400001798,0.00104271,0.004167608,0.008331483,1.33E-07,0.0083381,0.002779367,0.006836286,0.008331383,1.74E-06,9.30E-06,2.33E-06,4.75E-06,7.18E-06,2.50E-08,0,0,0.999864376,0.994726982,1.33E-06,2.50E-06,0,0.292143433,0.458822774,0.53357526,0.284541195,0,0,0,1,0,0,0,0,0.006410256,0.453158295,0.013217078,0.530580262,0.999864376,1.44E-05,2.44E-05,1.76E-05,1.85E-05,0.445571899,0.003601074,5.03E-06,0.999999886,0,0,0,0,0,0,0,0
0.026245518,3.50E-07,0,3.51E-06,1.55E-07,9.57E-09,8.06E-05,0.000968523,0.000336741,0,0.000345304,0.003246753,0.001372782,0,0.005888942,0.413333333,3.50E-07,0,3.50E-07,3.58E-07,0,0,0,0,8.33E-09,0,0,0,0,0,0,0,0.999864372,0.994726844,0.011111111,0.016666667,0.00147167,0.000241741,0.001284247,0.000488088,2.38E-07,0,0,0,1,0,0,0,0,0.006410256,0.001712329,0.000336741,0.001372782,0.999864372,0,1.55E-07,3.51E-06,9.57E-09,0.015640259,1.53E-05,0,0.999999871,0,0,0,0,0,0,0,0
0.000808728,0.0006929,0,3.51E-06,3.64E-06,2.14E-07,0.001893634,0.022760291,0.00791341,0,0.007711786,0.072510823,0.030658799,0,0.005761967,0.400004811,0.0006929,0,0.0006929,0.000692908,0,0,0,0,8.33E-09,0,0,0,0,0,0,0,0.999864373,0.994726863,4.01E-06,6.01E-06,0.034584253,0.005398872,0.029280822,0.010615922,0.000112634,0,0,0,0,0,0,0,0,0.006410256,0.039041096,0.00791341,0.030658799,0.999864373,0,3.65E-06,3.51E-06,2.14E-07,0,0,0,0.999999901,0,0,0,0,0,0,0,0
0.000808728,1.34E-06,4.81E-06,7.03E-06,7.60E-06,2.46E-07,0.001974214,0.023728814,0.00825015,0,0.0044314,0.041666667,0.01761737,0,0.006572864,0.405369128,5.14E-07,9.53E-07,1.29E-06,1.33E-07,2.50E-08,2.50E-08,0,2.50E-08,3.33E-08,2.50E-08,2.50E-08,0,2.50E-08,2.50E-08,0,0,0.999864373,0.994726863,0.004474273,0.006711409,0.036055923,0.003102337,0.023193493,0.003241289,1.05E-05,0,0,0,0,0,0,0,0,0.006410256,0.025770548,0.00825015,0.01761737,0.999864373,4.81E-06,7.61E-06,7.03E-06,2.46E-07,0,0,5.03E-06,0.999999864,0,0,0,0,0,0,0,0
0.000808728,0.000777017,4.81E-06,7.03E-06,6.20E-06,3.13E-07,0.001611604,0.01937046,0.006734817,0,0.005639963,0.053030303,0.022422107,0,0.005762343,0.400008581,0.000259072,0.000634214,0.000776583,1.33E-07,2.50E-08,2.50E-08,0,2.50E-08,3.33E-08,4.08E-07,4.08E-07,0,4.08E-07,4.08E-07,0,0,0.999864374,0.994726885,7.15E-06,1.07E-05,0.029433407,0.003948429,0.024349315,0.006714099,4.51E-05,0,0,0,0,0,0,0,0,0.006410256,0.027054795,0.006734817,0.022422107,0.999864374,4.81E-06,6.22E-06,7.03E-06,3.13E-07,0,0,5.03E-06,0.999999901,0,0,0,0,0,0,0,0
0.000808728,4.42E-06,0,3.51E-06,6.20E-06,2.58E-07,0.003223207,0.03874092,0.013469633,0,0.009323204,0.087662338,0.037065115,0,0.005985205,0.400772201,4.42E-06,0,4.42E-06,4.42E-06,0,0,0,0,8.33E-09,0,0,0,0,0,0,0,0.999864372,0.994726844,0.000643501,0.000965251,0.058866814,0.006526994,0.04135274,0.010005812,0.00010006,0,0,0,0,0,0,0,0,0.006410256,0.055136986,0.013469633,0.037065115,0.999864372,0,6.22E-06,3.51E-06,2.58E-07,0,0,0,0.999999864,0,0,0,0,0,0,0,0
0.002105745,4.33E-07,0.000120214,0,0.000446434,0,0.009387591,0.101694915,0.037294047,0.001752333,0,0,0,0,0.074879981,0.53,1.13E-07,1.44E-08,1.58E-07,1.17E-07,3.33E-07,1.33E-08,1.45E-08,5.83E-08,1.67E-08,0,0,0,0,0,0,0,0.999864398,0.994726826,0.216666667,0,0.154525386,0.009387591,0.085502283,0.002475108,6.12E-06,0,0,0,0,0,0,0,0,0,0.078925184,0.037294047,0,0.999864398,0.000120214,0.000447463,0,0,0,0,0.000125858,0.999999886,0,0,0,0,0,0,0,0
